caseids,content
3620388 省长 您好 赣州市 信丰县 铁石口镇 屠宰 厂 责任人 夏 金 云 成立 以来 市场 就 被 冷 段 市场价 一直 来 14 15元 每 市斤 而 收 生猪 价 确 6 5元 每 市斤 他们 从 中 谋取 暴利 而 养殖户 确 难以 生存 我们 辛苦 几个 月 养 大 一头 猪 还 没有 卖 一天 猪肉 的 利润 多 为了 生存 就 想 自产自销 可 我们 杀头 猪 就 会 受到 屠宰 厂 雇佣 的 圩 霸 黑帮 团伙 的 欺压 比如 打 人 抢 猪肉 等 多次 投诉 当地 机关 政府 处理 未果 现在 屠宰 厂 又 联合 部分 机关 政府 来 恐 赫 与 威 协 说 要 杀 猪 就要 办证 要 检测 可 证 工商局 又 不 给 办 叫 他们 检测 又 被 拒绝 怎么 为 贫民 百姓 处理 事情 就 这么 难 呢 难道 部分 机关 政府 官员 是 为 有 钱 人 做 事 的 吗 不管 贫民 百姓 的 生存 了 吗 恳请 省长 调查 此事 还 贫民 百姓 一个 公平 和谐 的 生活 环境 感恩
3620389 尊敬 的 领导 本人 夫妻 均 属 南昌市 青云谱区 太和 村委会 村民 无业 人员 我 老婆 农村 户口 手足 先天性 有 残 无法 工作 是 已婚 第二胎 以前 有 一 女儿 现 13岁 已 上 户 在 我 老婆 名下 本人 小城镇 户口 现 做 搬运工 是 初婚 第一胎 女儿 现 6岁 半 马 上 读 一 年级 因为 无法 交 罚款 现 租房 居住 生活 都 成问题 上 不 了 户口 请问 没有 钱 是 不 是 就 不能 上 户 啊 更加 不能 读书 啊 我 找 村委会 及 青云谱镇 的 相关 部门 已 几年 均 不 能 解决 请问 谁 有 办法 解决 啊 谢谢 南昌市 公安局 回复 你 的 困难 要 向 当地 政府 和 计划生育 部门 反映 如果 户口 还有 什么 问题 请 你 拨打 0791 88432743 青云 谱 分局 户政 大队 咨询 我 找 了 青云 谱 分局 户政 大队 青云 谱 分局 户政 大队 说 不 归 他 管 找 青云谱区 计生委 我 找 青云谱区 计生委 青云谱区 计生委 告诉 找 洪 都 计生办 我 找 洪 都 计生办 洪 都 计生办 说 找 太和 村委会 我 找 太和 村委会 太和 村委会 说 找 湾里区 计生委 我 户口 是 2011年 11月 从 湾里区 站 前 街办 散 户 迁 到 太和 村委会 的 小孩 是 2006年 2月 出生 的 因为 我 是 散 户 湾里区 站 前 街办 不 办 准 生 证 也 不 出 证明 我 从 1988年 就 一直 在 太和 村委会 居住 湾里区 计生委 说 他 不 能 出 证明 因为 我 不 在 湾 里 要 我 找 青云谱区 计生委 及 相关 部门
3620391 这 可是 南昌市 笫 一 名牌 小学 校长 是 南昌 巿 检察院 领导 的 夫人 曾 为 普通 教师 在 一日 局长 要求 查 学校 帳 目 时 校长 拍案而起 我 请 巿 税务局 一起 来 查 个 水 落实 出 牛 b 吧 还 真 没 敢 查 怎么 天下 乌鸦 一般 黑 大家 同流合污 该 校长 其貌不扬 可 身价 不菲 全身 上下 无不 名牌 iphone 和 ipad 都 是 一线 上 手 家中 更 有 豪 宅 恒 茂 高档 住宅 装修 为 一线 品牌 最少 30万 以上 请问 两名 公职 人员 为何 如此 高 配 看看 如何 腐败 1 任意 买卖 指标 当然 不 是 本人 买方 普遍 被 告 之 不能 告诉 别人 否则 孩子 随时 退学 一个 指标 15000元 高 的 30000 当然 和 某些 城市 还 存在 差距 这 可 比 某些 地方 领导 实在 一年 500多万 怪不得 得 了 重病 都 舍不得 离开 岗位 2 校办 与 千禧 合办 幼儿园 每年 上 百万 利润 不知去向 3 校办 食堂 帐 目 明 堂 繁多 光 每月 买 餐具 都 要 3000元 学生 是 吃 餐具 的 4 现任 会计 为 领导 前任 司机 也 就 是 以前 的 美术 老师 俗称 吊 刀 5 该校 领导 挂职 教育局 副 局长 配 有 专车 并 有 老师 当 司机 每周 几节 课 算 满 岗 牛 6 该 领导 每天 上班 时间 为 上午 9 30 上班 11 00 下班 下午 想来 就 来 怎么 没有 人 监管 呢 试问 有 一位 这样 的 领导 你们 还 能 做到 无私奉献 甘 为 人梯 请 从 站 前 路 小学 毕业 交 过 指标 费 的 实 名 跟 贴 如 有关 部门 要 查 的话 可 匿名 找 家长 问问 保 你 盆 满 砵 满 社会 舆论 实在 很 差 呀 建议 政府 不 要 义务教育 啦 直接 交费 入学 吧 最 好 高 点 我们 也 就 没 指望 啦 省得 指标 费 进入 私人 口袋 后 我们 还 被 义务教育 啦
3620392 尊敬 的 鹿 省长 我 是 会昌县 一 小 民 向 你 反映 会昌县 房产 局 乱 收费 无 人 处理 一 事 请 省长 为 小 民 作主 给 小 民 一个 满意 的 答复 据 小 民 所 知 赣州市 各县 市 区 房产 局 在 办理 房屋 登记 时 都 在 执行 国家 发 改 委 财政部 关于 规范 房屋 登记费 计费 方式 和 收费 标准 等 有关 问题 的 通知 发 改 价格 2008 924号 会昌县 房产 局 也 不 例外 但是 全 赣州市 房产 系统 唯有 会昌县 房产 局 另外 还 收 了 一笔 不明不白 的 手续费 例如 办理 房地产 贷款 抵押 登记 会昌县 房产 局 除 正常 收 了 抵押 登记费 按 每 件 80元 收取 外 还 按 贷款 抵押 金额 的 2 额外 收取 群众 的 手续费 会昌县 房产 局 自 该 文件 2008年 5月 1日 执行 以来 额外 多 收取 了 多少 群众 的 手续费 呢 这 多 收 的 钱 怎么 办 呢 小 民 认为 应该 退回 群众
3620393 尊敬 的 鹿 省长 我 是 上饶县 四十八镇 北 山村 的 村民 今年 5 月份 京 福 高 铁 施工 方 中 铁 十九局 在 铁路 施工 中将 我家 及 附近 十余户 的 房子 震 裂 目前 已 无法 居住 我们 找 高 铁 施工 方 索赔 可 他们 只 答应 按照 前 年 高 铁 拆迁户 的 标准 460元 平方米 给予 补偿 可 我们 所 住 的 地方 并 不 在 前年 高 铁 的 拆迁 范围 内 我 的 房屋 刚刚 去年 才 装修 好 光 装修 费用 就 花 了 10万多 房子 的 总价值 至少 四十余万元 若 按 他们 的 补偿 标准 十三四万元 钱 就 把 我们 打 发 了 这 也 太 霸道 了 吧 你 说 这 有 天理 吗 国家 宪法 明文规定 公民 的 合法 私有 财产 不 得 受到 侵害 若 受到 侵害 必须 按 实际 损失 给予 赔偿 我们 十余户 村民 多次 找 施工 方 论理 要求 按 实际 损失 赔偿 可 对方 态度 恶劣 一直 坚持 按 此 标准 给予 补助 找 当地 政府 当地 政府 也 表示 无能为力 我们 老百姓 真 是 欲哭无泪 欲 诉 无 门 难道 高 铁 施工 就 可以 随意 损害 百姓 的 利益 吗 老百姓 辛苦 一辈子 不 就 为了 能 图 有 个 安稳 的 家 吗 目前 我们 的 房屋 已 不 敢 居住 只得 在 外面 寄人篱下 百般无奈 之下 才 请求 省长 关心 关心 我们 老百姓 的 生活 尽早 督促 铁路 施工 方 还 我们 一个 安全 的 家
3620394 省长 同志 您好 我们 是 江西省 宁都县 东山坝镇 石 示 下 村委 汇源 大 布 村 人民 中 瑞 铀 业 有限公司 自 2005 开始 就 在 我 村 开采 铀矿 到 目前 我 村 地 底下 全部 被 挖 空 了 现在 矿区 领导 和 我 当地 政府 领导 互相 勾结 要 我们 把 房子 拆 了 补偿 条件 很 低 根本 再 无法 盖房 我们 世世代代 都 是 以 种地 为生 我们 把 房子 拆 了 根本 就 无法 生存 有的 村民 怕事 就 把 房子 拆 了 不 拆 的 就 强行 拆迁 现在 天天 逼 我们 我们 切实 没 办法 只能 和 省长 同志 反映 希望 能 帮 我们 解决
3620399 尊敬 的 领导 我 是 湾里区 招贤镇 乌 井 村 一 农民 市里 搞 旅游 工程 建 樱花 谷 我 的 田 要 租 给 政府 当初 我 种 了 桂花 树 苗木 在 田里 当时 政府 给 了 补偿 我 本 想 靠 着 田里 的 桂花 树 大 了 以后 卖 钱 养老 但 政府 工程 我 理解 我 支持 但是 我 的 田 现在 修 成 了 马路 再 也 没有 复耕 的 可能 这 是 政府 吗 忽悠 老百姓 玩 以 租 代 征 的 计 两 可笑 共产党 天下 贪官 横行 老百姓 怎么 活 租 田 合同 一 签 就 是 8年 从 2011年 到 2018年 的 期限 合同 还 是 我 已经 离婚 的 妻子 代 签 的 这 合法 吗 当时 工作组 是 招贤镇 的 副 镇长 胡 咸 宽 现在 还 升 了 副 书记 农民 靠 田 生存 把 我 的 田 栽 樱花 没 话 说 而 把 我 田 修成 马路 这 是 政府 的 行为 吗 可笑 依法 治国 依法 行政 领导 负责制 是 空话 吗 还 我 良田 来 还 我 公民权 我 的 田 叫 岩石 下 一片 都 是 我家 的 恳请 领导 给予 帮助 解决
3620401 尊敬 的 省委 领导 辛苦 了 我 是 石城县 珠 坑 乡 的 村民 我 家里 生活 困难 是 我 的 邻居 反映 到 政府 领导 很 快 为 我 的 小孩 免 了 学费 在 此 感谢 党 和 政府 我 还 是 希望 先 给 比 我 更 困难 的 人
3620404 尊敬 的 省长 我 是 中 大青山 湖 花园 的 业主 上月 业 委 会 主持 开 业主 大会 选举 产生 新 的 物业 原来 的 卓 盛 物业 获得 46票 其他 964票 反对 续 聘 但是 原 物业 公司 不 离开 一直 与 市区 房管 局 联系 上 周五 市区 房管 局 负责人 到 小区 开 协调 会 认为 选举 时 房管 局 居委会 应该 有 人 参与 监督 所以 认为 选举 有 问题 在 会上 有人 质疑 已经 发 函 给 房管 局 居委会 房管 局 当时 说 不 需要 他们 参与 居委会 邓 主任 说 房管 局 不 参加 她 也 不 参加 房管 局 负责人 说 他们 不 理解 文件 精神 有 过失 但是 一定 要 查票 对 发生 抢 选举 票箱 的 事 不 表态 已经 向 区 效能 办 区 房管 局 纪委 反映 没有 结果 故 恳请 领导 过问 此事 希望 中 大青山 湖 花园 1558户 业主 能够 生活 在 一个 和睦 祥和 安定 美丽 的 社区 中 大青山 湖 花园 业主 10栋 1 单元 401 室 2012 05 31
3620406 省长 好 我 是 高 安 人 现在 的 高 安 人民 医院 要 改 名字 了 吧 什么 是 人民 医院 看 个 病 医院 开 药 不 给 药 不 给 药 也 就 算 了 还要 到 医师 指定 的 药店 买 买 就 买 吧 可 不 知道 吧 他 指定 的 地方 买 的 药 比 正常 价 高 几倍 比如 买 个头 孢 的 消炎 药 别 个 药店 23元 医药 指定 的 药店 要 48元 要是 同样 的 同样 的 进口 的 什么 都 一样 买 的 联 苯 挫 乳 膏 别 家 15元 他 这里 要 50元 天 啊 我 现在 既然 来 反映 了 就 是 抱 着 一直 走 到底 的 心态 这里 不能 解决 我 就 到 省里 来 省里 不行 就 北京 总之 来 反映 了 就要 讨 个 说法 希望 解决
3620409 省长 你好 我 是 江西 峡江县 金 坪 名 族 乡 人 我们 种田 到 现在 一直 要 纳税 每年 每亩 地 要 交 多少 钱 给 政府 每年 都 要 交 我们 对 此 事 很 愤怒 所以 去年 都 没有 交 乡政府 也 问 我们 好 几次 我们 都 没有 交 因为 国家 规定 种田 不用 交 税 而 就 在 今年 插秧 的 时候 村委 书记 叫 了 社会 上 的 混 混 到 田间 把 正 在 插秧 的 农民 给 打 了 一顿 打 伤 了 好几个 我们 对 党员 叫 人 打 百姓 的 事 很 不 满 派 了 几个 代表 到 省里 信访办 反映 情况 省里 把 此事 压 到 了 县里 而 就 在 五月 二十五号 我们 村 一个 送 小孩 读书 的 人 被 县 里 不 知道 什么 原因 给 拘留 了 半个 月 而 在 当天 下午 又 抓走 了 两个 乡镇 府 怕 我 么 再 去 省里 闹 接连 几天 都 派 人 到 村口 守 住 不 让 我们 进出 政府 就 是 这样 处理 事情 的 我们 村 建 房子 每户 都 要 交 一万块 的 押金 我们 不 知道 为什么 要 叫 押金 现在 是 法制 社会 党员 叫 人 打 百姓 我 希望 县政府 给 我们 一个 说法 给 我们 一个 公理
3620411 鹿 心 社 省长 你好 我们 萍乡市 县 区 高中 比 市内 高中收入 差 太 多 每月 相差 2 3千 太 寒心 了 经济 上 造假 绩效 工资 发 不 下 如何 了得 多年 了 我们 拿 的 都 是 档案 工资 帐 上 有 手里 没有 请 调查
3620413 省长 你好 萍乡市 莲花县 三 板桥 乡政府 以 修路 为由 2012年 5月 强 征 清水 村农民 大片 耕地 强 拆 农民 家门 前 菜园 宅 地基 连 茅房 也 不 放过 砖瓦 结构 且 不 予以 补偿 土匪 行径 实在 可恶 请 你 为 民 主持 公道
3620414 鹿 省长 你好 吉安县 福华 山 水库 自从 县政府 和 水利局 十几年 前 承包 给 私人 养鱼 就 开始 每天 大量 的 粪便 以及 化肥 倒入 水库 造成 水库 的 水 严重 污染 十几年 前 我们 的 水库 青山绿水 人们 都 依靠 这 水库 的 水 洗衣 做饭 人 畜 和 生活 用水 现在 的 水污染 得 用 来 洗澡 度 不 敢 因为 会 洗 后 满身 痒 而且 人们 生活 还 在 继续 水 还 在 继续 污染 已经 向 有关 部门 反映 很 多次 都 是 不了了之 因为 官商 勾结 官官相护 老百姓 是 永远 得不到 真正 的 解决 我们 附近 的 几个 村庄 村民 们 也 在 寻求 解决 的 办法 也 希望 官方 能 重视 老百姓 的 生命 安全 我们 这个 月 也 去 了 几个 村民 代表 到 县政府 诉 求 可是 还 是 给 县政府 和 有关 部门 忽悠 以及 走马观花 的 了事 也 没有 真正 的 解决 问题 我 不 知道 我们 老百姓 的 命 不 值钱 还是 要 全部 村民 到 省政府 来 请愿 我 也 希望 鹿 省长 关注 一下 这个 问题 1 吉安县 福华 山 水库 已经 污染 以 成为 事实 2 县政府 以及 有关 部门 不予 解决 不 作为 也 成为 事实 请 省长 明察秋毫
3620417 尊敬 领导 你好 近年 德安县 谋划 扩大 城镇 化 一直 在 谋划 拆迁 今年 准备 拆迁 德安县 河东乡 石桥 村 3组 计划 补助 如下 1 农田 每亩 补助 2万 2 房子 每 平方米 补助 600元 以上 方案 将 损害 农民 权益 1 这 将 严重 损害 了 农民 利益 农田 补助 过 少 农民 没有 一技之长 没有 谋生 之 法 2 农民 在 将 在 用 这些 补助 的 钱 都 无法 建 新房 无法 装修 3 政府 征用 土地 之前 没有 任何 沟通 严重 损害 农民 的 知情 权 4 政府 用 地 是否 合法 我们 无从 知晓 5 可以 预见 其中 的 贪污 腐败 6 求助 网络 忘 领导 关注 民生 不 忘 鱼水情
3620418 我 是 农村 人 我 这里 有 很多 人 看 电视 难 大家 都 是 安装 违法 卫星 天线 我 也 是 天天 帮 用户 安装 违法 天线 我 知道 这里 违法 有 但 我 不 帮 他们 安装 就 是 有 电视 也 看不到 新闻 只 能 看 影碟 农村 大部分 都 是 土坯 房 盗版 中 星 9号 经常 升级 1 35 M 以上 的 锅 才 能 正常 接收 卫星 频道 天线 大 了 也 容易 招 雷击 所以 我 从 3月 开始 天天 推广 用户 安装 户户 通 但 地方 广电局 的 无 作为 使 我 无法 为 他们 提供 务 今年 4 月份 帮 瑞金市 大柏地乡 大 柏 地 村 前 村 小组 刘 先 洲 安装 的 户户 通 在 5 月份 广电 总局 因 卫星 遥感 通知 不 大 服务 范围 内 请 我 到 地方 网络 公司 出 没有 有线电 线 覆盖 的 书面 证明 传真 到 中央 直播 管理 中心 我 到 瑞金市 网络 公司 找 负责人 朱 华 他 说 我 这里 是 企业 单位 不 是 行政 单位 我 既 不 开 有 有线电视 覆盖 的 证明 也 不 开 没有 有线电视 覆盖 的 区域
3620419 鹿 省长 您好 我 不 知道 你 是否 看 得 到 但 我 还 是 觉得 要 给 您 留言 我 叫 陈 晓 明 来自 都昌县 苏山乡 陈 苏村 我 要 反映 的 问题 是 由于 苏山乡 盛产 大理石 花岗岩 然而 带来 的 环境 污染 不亚于 赣州 餙 污染 有 上 千亩 良田 被 污水 覆盖 300多亩 良田 被 违法 占用 去年 10月 28 曰 央 视 焦点 访谈 餙 污染 有 上 千亩 良田 被 污水 覆盖 300多亩 良田 被 违法 占用 去年 10月 28 曰 央 视 焦点 访谈 针对 苏 山 环境 污染 一 事 做 了 报道 当时 县里 也 很 重视 全部 停产 整顿 然而 今年 环境 污染 依然 严重 望 请 重视 另外 陈 苏村 小学生 上学 的 道路 也 被 用于 运输 石材 每天 当 近 200多辆 载 着 石材 从 那 条 路上 经过 严重 危害 学生 的 灾 全 就 在 前不久 另外 一个 村庄 发生 了 一块 重 达 5吨 的 石材 砸 死 了 一个年 反 9岁 的 小学生 请 给予 关注
3620420 鹿 省长 您好 我 是 在 湖南 工作 的 一个 地道 江西 高 安 人 我 想 谈 的 一点 感受 是 中央 多年 提出 要 搞好 社会主义 新农村 村村 通 公路 我 每次 回家 看 父母亲 时 总 想 村里 的 那 点 公路 应该 修好 了 吧 可是 每次 回去 都 很 失望 2012年 我 回去 过 春节 高高兴兴 全家人 开 个 新 车 回去 结果 馅 到 通往 我们 村 的 泥巴 土路 上 车子 挂 的 稀 巴 烂 好 心 痛 的 后面 还 是 请 别人 货车 拖 出来 的 我 原 认为 就 我们 村 公路 是 这样 的 结果 我 在 走访 亲戚 朋友 时 发现 其他 村 都 差不多 特别 是 高安市 独 城镇 按理说 高 安 经济 应该 不错 的 离 南昌 又 近 特别 是 独 城镇 还要 陶瓷 基地 好多乡 办 企业 后 转为 私人 企业 而且 每年 还要 村里 向 老百姓 收 钱 修 公路 不 知道 钱 修 到 哪里 去 了 这个 是 可以 调查 的 而 湖南 和 江西 都 是 中部 省份 但 村村 都市 水泥 路面 修 到家 现 在 中央 又 提出 中部 崛起 作为 家乡 一个 成员 希望 江西 能够 内 树 理念 外 树 形象 后 发 赶超 江西 加油 加油
3620423 鹿 省长 你好 我 是 萍乡市 莲花县 湖上乡 凡 家 村 的 一个 村民 一直 在 外面 打工 现在 国家 是否 有 关于 村级 道路 须 加宽 我家 有 两间 牛栏 在 道路 旁 须 拆迁 但是 村委会 说 拆迁 之后 只 能 给 我 重建 一间 还是 比 原来 的 要 小 的 多 村里 只 能 出 沙石 其它 部分 由 本家 出 国家 的 政策 一直 是 说 如何 减轻 农民 负担 这 样子 难道 不 是 在 增加 农民 负担 吗 现在 建 一间 舍 屋 要 几千块 我 问 为什么 要 拆 村干部 说 为了 好看 难道 所谓 的 新 农 对 建设 就是 为了 好看 吗 又 是 一个 形象 工程 我们 的 村干部 就 是 为 村民 排难解忧 而 为了 一个 好看 却 让 农民 们 要 多 加 多少 小时 班 啊 鹿 省长 你 百忙之中 是否 可以 帮 我 解决 这个 拆迁 少 加 一年 班 呢
3620424 尊敬 的 鹿 省长 我们 是 泰和 县城 澄江 大道 南 八 区 居民 我们 于 2007年 在 泰和 四中 厨房 后面 建房 现在 房子 建 好 了 可是 门前 与 四中 之间 的 道路 却 迟迟 没有 修 好 设 在 前面 的 大门 成为 摆设 逼 得 我们 只 能 天天 从 后门 进出 为 此 我们 多次 找 县政府 解决 这个 问题 信 也 写 多次 信访办 也 去 了 多次 可 就是 没有 一个 部门 回复 我们 写 出 的 信 如 石沉大海 信访办 也 不 给 答复 原先 分管 城建 的 副 县长 通过 一个 秘书 说 这 条 路 迟早 会 收 叫 我们 等 后来 一个 郭 姓 调研员 接待 我们 是 也 只 是 叫 我们 等 说 现 在 政府 要 做 的 事 太 多 了 这 段 路 又 不 是 县 里面 的 重点 工程 要 征地 修 起 来 比较 困难 我们 真 的 不 懂 一条 只 有 200 变 长 的 道路 政府 为什么 就 不 把 它 放在 心上 让 我们 天天 为 门前 的 这 条 路 揪心 省长 大人 希望 您 抽出 一点 时间 过问 一下 这 个 事情 吧 泰和 县 居民 黄金 明 陈 志 军 等 地址 泰和 县城 澄江 大道 南 八 区
3620428 广 丰 永丰镇 裕 丰 大道 裕 丰 街道 曾 建 一个 风靡 全县 最 优美 的 小 广场 裕 丰 广场 并 安装 有 最 先进 的 蓝 球 架 四周 灯火 通明 晚上 也 可以 进行 大型 蓝 球 比赛 可 如今 杂草丛生 草 比 人 高 猪 牛 鸡 鸭 全 养 在 里面 不说 还 被 不少 破坏 环境 的 人 开挖 成 菜地 种 上 菜 施 上 肥 四周 还 违章 搭建 了 不少 小型 大型 停车场 周边 居民 也 不少 反映 曾 向 社区 镇 县 多次 诉说 可 总 是 石沉大海 常 说 老百姓 无 小事 可 现在 哪 有 为 民 办 实事 的 官 啊 县里 的 镇里 的 社区 的 领导 经常 路过 却 视而不见 望 省长 大人 能 体察 民情 派 人 一 看 便 知 真假 相信 你 看 了 现场 之后 一定 会 很 气愤
3620429 尊敬 的 领导 我 是 江西 九江 修 水 三 都 茶场 一 分场 退休 工人 我 是 1976年 8月 子女 安置 本 厂 到 2006年 6 月份 退休 到 现在 2012年 4月 退休 工资 才 拿 到 875元 我 以前 管理 茶园 后来 厂 里 腐败 导致 破产 厂房 机器 设备 茶园 包括 地皮 卖 掉 了 没有 给 我 一分 补偿 金 也 没 给 我 子孙 解决 生活 现在 要 我 房屋 拆迁 我家 现在 的 2套 房屋 以前 是 茶 厂 工人 宿舍 后来 卖 给 我们 做 住房 的 2套 一 共 是 90多 平方 当时 给 我们 2个 房产 证 现在 要 我们 拆迁 2 套房 一共 补偿 我们 3 4万元 左右 一个 房产 证 给 一个 地盘 一个 地盘 是 70 平方 规定 做 3层 半 一切 造价 要 我们 自己 负责 承担 补 这 点 钱 叫 我 怎么 做 的 起来 现 在 物价 这么 高 我 上 哪 去 搞 这么 多 钱 建房 工作组 叫 我 先 签字 后 安排 我 觉得 签字 后 一点 保障 都 没有 所以 这 个 字 我 不能 签 他们 当中 有 位 说 不 签字 由 法院 公安 部门 强 拆 后果 自负 我 现在 外地 求生 求助 父母官 维护 我 的 权益
3620433 鹿 省长 你好 多次 向 您 反映 了 贵溪 擂鼓 岭 桃园 2栋 蟹 甲 天下 火锅 店 厨房 噪音 和 油烟 污染 问题 至今 没 得到 解决 店 方 经营 到 凌晨 1 2点 厨房 设 在 2 楼 3 楼 就 是 住宅 我们 住 在 3 楼 的 晚上 都 不 用 睡觉 了 睡觉 也 要 吵 醒 你 说 这样 的 店 能 开 吗 我 都 烦 死 了 从 去年 他们 开张 一 直 讲 到 现在 环保 讲 不 是 他们 管 还 有 没 有 天理 还 是 法制 国家 吗 还 是 和谐 社会 吗
3620435 尊敬 的 省长 我 是 江西 赣州 邮政局 内 退 职工 02年 45岁 就 被 企业 违规 办理 了 内 退 03年 又 与 企业 签订 了 无 固定 期 劳动 合同 企业 没 执行 现 每月 只 有 630元 内 退 生活费 合法 权益 受到 严重 侵害 06年 起 我们 曾 无数次 反复 向 行业 领导 和 地方 政府 反映 要求 返 岗 就业 都 没有 回复 和 解决 现今 在 岗 人员 每月 工资 己 是 我们 的 五倍 正式 退休 人员 连续 八年 涨 养老金 我们 分文 没 加 这 不 公平 移动 公司 内 退 人员 己 全部 返 岗 上 班 邮政局 有 百分之七十 是 临时工 我们 却 下岗 我们 要求 邮政局 履行 劳动 合同法 返 岗 上 班
3620437 2012年 2月 开发商 对 该 处 耕地 进行 开发 其中 并未 出示 过 任何 有 关 手续 因 其中 大部分 地 都 属于 村 集体所有 所以 刚 开始 动工 的 地 并 没有 涉及 到 我家 的 那 3亩 耕地 进 过 近 一个月 的 填 土 以 及 建设 2012年 3月 28日 开发商 在 没有 任何 沟通 的 情况 下 居然 用 推土机 将 我家 其中 一块 地 推 平 了 一半 在 我 家人 的 阻止 下 开发商 暂时 停止 了 对 我家 耕地 的 开挖 次日 开发商 通过 村干部 说 是 跟 我们 沟通 村干部 给 出 一个 非常 不 合理 的 补偿 标准 与 省里 颁发 的 江西省 人民政府 关于 公布 全省 新 征地 统一 年产值 标准 和 区 片 综合 地 价 的 通知 赣 府 字 2010 126号 里 的 标准 相差 甚 远 所以 当时 没有 达成 一致 2012年 3月 31日 开发商 在 没有 任何 沟通 的 情况 下 又 强行 对 我家 耕地 进行 推 挖 并 扬言 如果 再 阻止 将 把 人 抓 起来 现在 全国 都 在 搞 和谐 社会 建设 法制 社会 农民 耕地 属于 私人 财产 任何人 都 没有 强行 占用 的 权利 我们 提出 的 要求 并 不 过分 比 省政府 颁发 的 标准 还 低 很多 忘 信访办 的 领导 调查
3620442 尊敬 的 省长 我 是 江西省 南昌市 红 谷 滩 新区 名门 世家 小区 的 一名 普通 业主 我 和 小区 多数 业主 强烈 反对 在 红 谷 滩 中央 商务 区 B 12 2 1 部分 地块 建设 110千伏 变电站 反对 理由 如下 1 相关 法律 已经 明确 110千伏 以上 变电站 具有 强 辐射 的 危害性 我们 小区 有 一位 业主 的 父亲 是 某 县城 电力局 的 局长 工程师 当年 曾经 参与 110千伏 变电站 的 建设 后来 就 患 上 急性 白血病 或许 他 父亲 可能 还 有 别的 诱发 因素 但是 我 认为 二者 还是 有 一定 相关 性 的 此 变电站 周围 涉及 多个 小区 及 商务 区 名门 世家 丰 和 花园 联 泰 香 域 中央 萍 钢 万达 广场 的 居民 和 办公 人员 国内外 众多 专业 机构 和 专家 通过 几十年 的 研究 证实 110千伏 高压线 周围 300米 地段 内 的 人群 患 白血病 癌症 的 几率 是 其他 地区 的 数倍 电磁辐射 也 会 导致 孕妇 流产 胎儿 畸形 和 心血管 疾病 在 高温 大风 大雪 阴雨 雷电 等 气象 条件 下 容易 断裂 和 发生 其他 危害 事故 2 该 项目 的 建设 规划 有悖 法律 程序 其 可行性 正当 性 与 合法性 不足 根据 电磁辐射 环境 保护 管理 办法 第十五条 之 规定 从事 电磁辐射 活动 的 单位 或 个人 必须 对 电磁辐射 活动 可能 照 成 的 环境 影响 进行 评价 编制 环境 影响 报告 书 并 按 规定 的 程序 报 相应 环境 保护 行政 主管 部门 审批 然而 该 公 示 仅仅 是 在 规划 用地 边上 竖 了 一块 牌 并未 到 周边 居民 小区 去 征询 意见 且 未 到 相关 部门 进行 环 评 就 整 平 了 地 搭 了 棚 妄图 混 过 公 示 期 进行 开工 此 变电站 直线 距离 我 小区 不足 300米 我们 和 当地 街办 信访 局 电力局 规划 局 多次 交涉 仍然 对 我们 的 抗议 置之不理 并 多次 恐吓 我们 我们 是 为了 维护 我们 的 健康 权 和 生存权 有 错 吗 3 南昌市 城乡 规划 局 知 错 不 改 漠视 居民 生命 健康 权 去年 规划 局 本 是 把 该 变电站 规划 到 我们 小区 对面 的 洪 城 比 华 利 小区 后面 在 附近 居民 相关 单位 历经 数月 的 强烈 反对 依法 维权 后 规划 局 取消 了 该 规划 周边 居民 一度 对 规划 局 尊重 民意 和 居民 生命 健康 权 这 一 行为 表示 赞许 但 不曾 想 规划 局 知 错 不 改 将 这 一对 周边 居民 生命 健康 隐形 杀手 带 到 人口 密度 更 大 的 红 谷 滩 中心 商务 区 我们 恳请 尊敬 的 省长 能 重视 我们 的 生命 健康 将 该 变电站 位置 迁 至 远离 人居 600米 以外 范围
