,caseids,content,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,3618380,尊敬的苏书记您好！赣县王母渡镇新兴村委员会（书记、村长、会计）三个职位在近5年内从未公开竟选，三人内定，并没有经过正规程序来进行。近5年内村财务从未公开过。村民批地建房由村书记一人收钱不开收据不开发票口头承诺要定可以办好，收费标准并无文件规定，漫口要价村民不知情，但近5年内的批地申请表并未办下来，一直积压在镇国土资源管理所。恳请苏书记督促赣县检察机关、县纪检部门到镇和村民中调查，因镇政府和镇国土资源所和村委员会的三个干部有着千丝万缕的联系，所以镇相关并未有过调查。赣县王母渡镇新兴村委员会村长去年说了一句话：我们光靠共产党的工资那里够呀，吃饭都不够，所以不搞点项目或从国土审批中一次性从村民手中收取一个上限的费用那才不吃亏，也确实村委会工作人员一次随口开价就从未有过批地费用补差或退回，难不成就每次都那么准刚刚好就够了。,0.06001843866840058,0.0,0.021965733205459383,0.13801769053194116,0.026190851830388384,0.009785829393327049,0.0,0.0,0.0,0.0,0.006387903587729234,0.0,0.055126792164966985,0.0,0.12039401701849407,0.0,0.0,0.562112743599293,0.0,0.0
1,3618382,彭泽县马当镇利山村有一个四十户人家小山村，也可能是整个九江市或是整个江西省还不多不通汽车路的村庄吧。整个自然村的毛竹，杉树，茶叶等等经济林都是在半山腰里，上下只有一条路，一到农忙的时侯，村里几代人都是通过肩挑手扛，把一年的收成一点一点搬到一条四公里山外通路地方，这就是几辈子吃了不通路的苦啊。今年是建党90周年，几十年都过去了，为什么一条车路都修不上去呢，江西也应该是个交通大省吧，多少高速公路，省道，修的又宽有好，可对比一下这么条小山路，我也想请九江市领导亲自去走一下，感受一下！若要富，先修路。这么条山路怎么能带领百姓过上小康生活啊，市领导，一方百姓恳请共产党为我们修一条辛福之路，小康之路行吗？我在想出行难问题，在许多领导看来不是大事，却是偏僻乡村村民，最关心，最直接，最现实的利益问题。因此，这不仅是一条村民与外界连通的公路，更是修往一条群众的“民心路”。抓住一件件最重要，最迫切的“小事”。构筑起牢固“民心工程”，正时今日今时保持同人民群众血肉联系关建所在，全体村民期待行路难问题在新一届领导班子能得到解决。,0.03522565798703277,0.012634528417273128,0.0027894563042793813,0.0,0.0,0.0,0.0,0.03195503705926496,0.023607343797914203,0.08390996494309251,0.04540271840674446,0.12403448075675401,0.011208570850815083,0.04496829216399674,0.09976992368822395,0.042374497934987876,0.0,0.29473877413625366,0.005105597096373937,0.14227515645699315
2,3618384,书记，您好！真的很抱歉，您日理万机，还要打搅您！我是南昌市安义县的一位普通市民。开学前夕，在外地务工的叔叔将小孩带回老家，打算就读安义中学高中部。可是，教育局长涂赞宝为了将部分学生赶往教学质量低劣的职业高中就读，竟强制安义中学不准招收县内初中毕业生，无奈，学生家长失去自主选择的权利，只好将小孩背井离乡安排到外地就读，许多小孩从小跟随父母四处流浪，而现在面临继续漂泊。而涂赞宝作为教育主管部门领导，擅自利用手中职权，签字批准六十六名科级以上领导干部子女及其本人关系户子女进入安义中学就读，这事在全县群众当中引起极大反响！（情况绝对属实，部分接收学生名单复印件留安义中学，可以调查）现在的政府提倡建设和谐社会，这样的教育部门如何让市民感受到和谐？这样的领导干部如何能创先争优，让人民得到实惠啊！,0.0,0.06781927351814072,0.0,0.0747222464095035,0.0,0.006367461117648307,0.0,0.0656007241649318,0.01227876934790387,0.04432232517291003,0.16880629100532124,0.10163131679048619,0.0,0.008540557807262554,0.31048753595506867,0.0311403910605071,0.037440205962113005,0.0,0.014085753288365109,0.056757148399837656
3,3618390,尊敬的苏书记您好，希望您在百忙之中能关注此事，我们是弱势群体，得了尿毒症，靠血液透析维持生命，家里为我们治病花了好多的钱，已经到了山穷水尽的地步。前些日子听说好多病友的了丙肝，自己也不例外。我们只求生存的希望，可现在尿毒症加丙肝，我们的健康权，生存权，知情权受到伤害。现在连生活的信心也没有，这事我们已向医院领导反映过，到现在也没有结果。院方找病人个别说服签订1一次性赔偿一万元，2在本院治疗丙肝，3免费做血透。不签不治疗，到现在还没对病人实施治疗。丙肝给病人带来的痛苦是肝硬化，肝癌，肝病发作一万元只是杯水车薪，现在党和政府关爱尿毒病人可以免费做血透，但很多人会因为肝病去命。现在好多病友还不知道自己得了丙肝，医院前年可能就知道到现在还一直隐瞒，给病人造成了严重的后果。给家庭造成了严重的负担，给社会造成不良影响，人性何在，医德何在，道德何在。希望您呢救我们于水深火热之中，还我们健康权。,0.4073370711066862,0.0,0.015457721148256207,0.39457760920694246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08046359702507594,0.0,0.0,0.051196652487708404,0.0,0.012364828970392558,0.0,0.038602520054938166,0.0
4,3618393,出行难问题，也许在很多人看来不是大事，却是偏僻小乡村的村民最关心，最直接，最现实的利益的问题。因此，这不仅是一条村民与外界连通的公路，更是修往一条群众的“民心路”。抓住一件件最重要，最迫切的“小事”，构筑起牢固的“民心工程”，正是今时今日执政党保持同人民群众血肉联系关键所在。,0.0,0.0,0.0,0.0,0.0,0.0,0.008525148753120947,0.004329580286825724,0.06841983153805187,0.01979024971516009,0.05239562342575871,0.0,0.0,0.10584740543074296,0.0562619929035883,0.0,0.0,0.5506887086299252,0.020306438310297752,0.11343502100652833
5,3618394,"江西萍乡荷绕镇泉陂村一路霸泄私愤,恶意毁坏数家村民通往田间耕种必经之路达半年之久,长期以来给村民耕种带来不便;村民联合上诉村干部和镇派出所求助,无果.上诉法院,法院要求有下级部门的调解无效证明,可是又无人肯出具这样的证明.村民们真是被逼得走投无路......难道真要发展成流血事件,造成人命官司才有人管得了吗?难道江西省萍乡市真的没办法让一个毁坏村民耕种之路的路霸停止侵害吗??!地方官员腐败无能啊!",0.0,0.0,0.0,0.0,0.13630688469688554,0.009472779399497422,0.0,0.018709375552272346,0.0,0.0552096069828509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6894028023835573,0.0,0.09089855098493646
6,3618395,尊敬的苏书记，您好！我是江西泰和县冠朝中学的一名老师，今年48岁，在1993年不幸患上肝炎，由于当时老师比较紧张，所以没有住院进行正规治疗，而是一边进行中药治疗，一边坚持上课，以至肝炎没有得到彻底治愈。在2010年8月查出已患上肝癌，我于去年二次到上海东方肝胆外科医院进行了二次介入手术（病案号084609，识别号（ID）00412619），今年春节过后，我第三次到上海东方肝胆外科医院进行了二十多天治疗，最后医生告诉我无法再进行介入了，只有换肝，但手术费用不是我一个普通老师所能承受的，只好放弃治疗。今年高考我儿肖远有幸考上江西农大，但由于我治病已花去了我的全部积蓄，并欠下一大批债务，我儿面临着放弃学业的境地，江西省广东中山商会得知这一情况，于本月15号在县民政局领导、镇领导的陪同下，到我家实地调查，准备资助我儿完成学业，对中山商会的慈善行为我表示由衷的感谢！就是我在九泉之下我也不会忘记他们的大恩大德！我从教二十六年，我是多么热爱我的教学事业，二十多年来，对工作可谓是尽心尽职，多次受到县政府、县局、镇政府、学校的表彰和奖励，我也知道不换肝，在世时间不会很长，但我仍然要尽我可能的气力坚持我力所能及的工作，为我终身热爱的教学工作发最后一点光和热！祝苏书记工作顺利！祝我省的教学事业蒸蒸日上！,0.0,0.0,0.04009587159557025,0.19091118749853356,0.05117676107561348,0.024260164740024105,0.014767673064174532,0.04982938425501501,0.0,0.09071832971554046,0.21661707359582097,0.05961382183033309,0.0,0.0,0.23521813086512497,0.0,0.0,0.02679160176424969,0.0,0.0
7,3618396,"迫彻要求落实政策解决社保的报告尊敬的省委苏书记：您好！我们是都昌县徐埠农机站失业职工，69年建站，七十代机站发展壮大，购制了大批拖拉机和修理设备。用地5000多平方米建站，建有11间车库,油库,车间,宿舍,食堂和一栋两层办公楼,按当时市价估算达60多万元。而且是省重?H机站之一。我们这批年轻的农机技术人员曾经用自已的热血和汗水为发展农业生产作出了应有的奉献！随着改革开放，市场经济机制的建立和私营企业崛起，我们经营难于维持，相继失业，对于这一现象当时乡政府和机站未能采取改制措施，我们至今流离失所！八十年代中期，机站大部分机车和设备变卖，99年将一块地皮皮卖给国税税和移民建镇征用费共17万元。历年我们上交承包费和场地出租金每年收入7400多元，而我们失业职未享受分文生活津贴。党的政策非常英明.老有所养,老有所保！十七大精神提出以人为本.关注民生！温总理在2010年政府工作报告中说今年重点抓好八个方面工作,第六项中指出.“加快解决未参保集体企业退休人员基本养老保障等遗留问题”！法律法规也有明确条文，1999年4月6日施行的江西省统一企业职工基本养老保险制度实施办法指出破产.倒闭.拍卖的企业,资产出售和土地使用权转让收入按照[中华人民共和国破产法]养老保险费并一次性划拨给当地社会保险经办机构。1995年1月1日施行?A[中华人民共和国劳动法]第九章七十二条规定,用人单位和劳动者必须依法参加社会保险,缴纳社会保险费”。2007年6月1日施行的[中华人民共和国企业破产法]等。各位领导！我们已过花甲,人民公社第一台大型拖拉机手今年64岁了！我们信访十年之久，前任县长赵伟和周毛春县长曾接访过我们，劳命伤财！县城往返无法计算,有关部门都留下了我们的脚印,乡政府说我们归县农机局管,县里说我们是乡政府管,相互推诿！各位领导，我们徐埠农机站还剩下一栋两层办公楼和一块1000多平方米的地皮坐落在集镇中心黄金地段，价值百万元！为何不引起干部们的重视！我们没有向国家要钱,也不是向县政府要钱,我们有集体资产！是历史的?~实，无法否论！恳望上级政府各位领导主持公道和遵照法律法规与中央政策帮我们解决社保和医保！在此我们提出三个要求:一按照国家法律法规政策和温总理重要讲话解决未参保集体企业退体人员基本养老保障等遗留问题！二我们职工利用剩下的地皮集资建厂耒搞农机销售和修理维持生活。三‘要求站长无条件的交出农机站的办公楼",0.476379260580619,0.07787180860945223,0.0023403183283628665,0.0,0.03388349148429241,0.025420363656985672,0.03197157819571013,0.04940008786076489,0.006373431411502562,0.0,0.0,0.020471695726476894,0.0,0.0,0.023728532384638634,0.19608821171155608,0.0,0.0,0.0,0.05607122004963861
8,3618403,崇仁陈坊村书记游桂发与崇仁县森林公安分局大队长朱鹰勾结指使人将林木一伐而光当今天国家大力提倡退耕还林、保护我们日益生存环境的同时，竟然有无视法律的森林公安分局警官、村干部及村民做出如此令人痛心的勾当，不揭发难于平民愤。事情从2007年初说起，江西省抚州市崇仁县相山镇陈坊村民委员会书记游XX与崇仁县森林公安分局大队长朱X（主管相山镇山林）勾结，指示陈坊村委会茶坪村小组的组长谢XX、谢XX先后请了两批砍伐工人，将茶坪村老辽、南美坑等山地的阔叶林木一伐而光。砍伐时间长达1年、涉及原始森林面积大约1800亩、当时的价值约100多万元。据当地村小组的村民说：这片森林在国民党时期都没有砍伐，但就在江西省启动天然阔叶林保护工程，全省禁伐天然阔叶林木时，却被毁于一旦。昔日1800多亩的原始森林现是疮痍满目、荒芜一片，看了让人无比的心痛。由于这勾当没有得到应有的制裁，更是无法无天了。2008年7月，几个福建商人明目张胆地，砍伐茶坪村村口一棵几百年的红豆杉，然后把伐断的红豆杉安然无恙运回福建。在福建商人开始运红豆杉时，就有村委会的干部向朱鹰报告，但没有任何结果，过了六天后朱鹰才来到红豆杉被砍伐的现场。这是失职吗？几个外省人怎会知道江西省崇仁县一个山旮旯的地方有如此珍稀的古木呢？红豆杉：国家一级保护植物，有“活化石植物”之称，是濒危物种，像茶坪村口这棵几百年的红豆杉更是珍稀。茶坪村现还有三棵同样大的红豆杉，不知什么时候又要被毁。其实这事有记者采访过，后公安部门派人到那里查。而谢XX被当替死鬼，被公安部门通缉，常年在外省躲藏，由游XX和朱X等人提供资金支持。不让他们回来。据说当时叫他们走的时候每人给了十万块钱。而真正的罪魁祸首游XX、朱X却拿着人民的几百万逍遥法外。这本不是和谐社会应该有的现象。希望政府部门重视。否则法将不法，国将不国。地方官方一手遮天，山高皇帝远。我深爱这个国家，深爱这个民族，我心所以会痛啊。呼吁有关部门，打击这帮无法无天为了私利的盗木者，将他们绳之于法，使我们现存的绿色家园不再被毁!这事情已经过去几年了，当地农民也是投诉无门，只能吃哑巴亏了，在那个靠山吃山的村庄，没有山的村民纷纷向下游迁徙，现在的茶坪村已经空无一人，以前多美丽的村庄，如今成了这样，不得不叫人寒心。,0.07622480303165023,0.0,0.0033882080851216044,0.27558293082525365,0.030858657036769915,0.05511301943243316,0.011664211460390254,0.014255825416136673,0.0,0.0,0.0,0.017699573063394924,0.0020310184478374467,0.0,0.0915009702682397,0.0,0.026169061804671115,0.38045144036689466,0.0,0.015060280761206784
9,3618408,尊敬的省委书记：你好！我是江西省吉安市吉水县螺田镇沙吊村的农民，关于吉水县办煤矿在我村已经开采十多年了，造成我村民的房屋、农田和责任山的倒塌很多很多，我们农民到县里反映多年，县里根本不重视我们农民的苦，我希望省委书记能见到我的留言，帮我们农民解决这个煤矿的一切突发事件，现在这个煤矿又县里承包给个人去了，承包老板还说他们的关系不怕我们农民去告他，希望省委能特派人员到我村来看我村民的现实情况，谢谢书记！礼！2011.8.1,0.3411372632686836,0.0011187175992389547,0.0,0.06938896139771503,0.0018425122072240733,0.0,0.0,0.006521055461019985,0.0,0.0011514741670339446,0.0,0.014893578738175551,0.026746086202334186,0.0,0.0,0.0116196480957082,0.0015823707237235243,0.5190759478169668,0.004922384322176222,0.0
